Date,1M,2M,3M,4M,5M,6M,7M
2004/3/26,19.19169811,20.26285714,20.14730159,20.12111111,20.25593407,20.55692308,20.83054945
2004/3/29,18.546,19.785,19.74571429,19.69857143,19.92285714,20.39428571,20.82285714
2004/3/30,18.39306122,19.71107143,19.83,19.88714286,20.16615385,20.53208791,20.92241758
2004/3/31,18.809375,19.80714286,19.9547619,20.09761905,20.37483516,20.68142857,21.00846154
2004/4/1,18.73531915,19.61392857,19.82539683,20.12507937,20.44516484,20.78626374,21.10604396
2004/4/2,17.97152174,19.08285714,19.49904762,19.95111111,20.30054945,20.63461538,20.9478022
2004/4/5,17.53651163,18.5975,19.19857143,19.84142857,20.28747253,20.64021978,20.99296703
2004/4/6,17.88119048,18.79,19.45222222,20.16174603,20.55076923,20.84087912,21.15032967
2004/4/7,18.4402439,19.11464286,19.77365079,20.44984127,20.86824176,21.2078022,21.57
2004/4/8,18.56175,19.00178571,19.71904762,20.48603175,20.8132967,21.13681319,21.5498652
2004/4/12,18.105,18.9,19.60857143,20.34,20.67384615,21.01846154,21.46932601
2004/4/13,19.00857143,19.31301587,20.07253968,20.75032967,21.09120879,21.4010989,21.44919121
2004/4/14,19.00823529,19.49539683,19.91444444,20.29901099,20.77769231,21.21285714,21.42905641
2004/4/15,19.24060606,19.51571429,20.01857143,20.47087912,20.92054945,21.32934066,21.40892161
2004/4/16,19,19.50904762,19.91746032,20.34967033,20.81296703,21.29120879,21.38878681
2004/4/19,18.89892857,19.75666667,20.09619048,20.46923077,20.90868132,21.36230769,21.32838242
2004/4/20,19.20785714,20.03111111,20.32444444,20.63956044,21.13274725,21.5810989,21.30824762
2004/4/21,18.78928571,19.77428571,20.04666667,20.35450549,20.84769231,21.29604396,21.28811282
2004/4/22,17.65428571,18.91285714,19.38428571,19.82714286,20.34571429,20.81714286,21.26797802
2004/4/23,17.7775,19.23857143,19.59285714,20.01142857,20.49175824,20.98758242,21.24784322
2004/4/26,17.65285714,19.14888889,19.56714286,20.02384615,20.49736264,20.98615385,21.18743883
2004/4/27,17.43321429,19.0152381,19.5547619,20.03076923,20.53846154,21,21.16730403
2004/4/28,18.04857143,19.52142857,20.04,20.43582418,20.79846154,21.12813187,21.14716923
2004/4/29,18.705,19.92063492,20.46539683,20.81076923,21.06461538,21.29538462,21.12703443
2004/4/30,19.09321429,20.21,20.72428571,21.04307692,21.20461538,21.37692308,21.10689963
2004/5/3,18.59285714,19.73793651,20.37603175,20.73571429,20.90714286,21.09,21.04649524
2004/5/4,18.4575,19.65634921,20.29126984,20.62186813,20.86098901,21.08516484,21.02636044
2004/5/5,18.17,19.35,20.09666667,20.44197802,20.68461538,20.91208791,21.00622564
2004/5/6,18.9275,19.95428571,20.55904762,20.84318681,21.02450549,21.20582418,20.98609084
2004/5/7,19.53571429,20.45666667,21.0852381,21.25153846,21.31747253,21.3878022,20.96595604
2004/5/10,20.23714286,20.97777778,21.54444444,21.64868132,21.67835165,21.71,20.90555165
2004/5/11,19.91321429,20.48904762,21.04269841,21.18857143,21.32571429,21.67111722,20.88541685
2004/5/12,19.61,20.28412698,20.98,21.06175824,21.14615385,21.63223443,20.86528205
2004/5/13,19.59349206,20.03873016,20.43758242,20.6878022,20.91527473,21.59335165,20.84514725
2004/5/14,19.69825397,20.16444444,20.57296703,20.78692308,20.98142857,21.55446886,20.82501245
2004/5/17,20.25,20.69,21.05791209,21.14494505,21.22406593,21.43782051,20.76460806
2004/5/18,20.16238095,20.63968254,21.05384615,21.12538462,21.19923077,21.39893773,20.74447326
2004/5/19,19.34,20.09285714,20.73461538,20.88791209,21.04615385,21.36005495,20.72433846
2004/5/20,19.50888889,20.20555556,20.70604396,20.85472527,20.98989011,21.32117216,20.70420366
2004/5/21,19.41142857,20.29666667,20.88373626,20.97076923,21.04989011,21.28228938,20.68406886
2004/5/24,18.86642857,19.67857143,20.58164835,20.75208791,20.90703297,21.16564103,20.62366447
2004/5/25,17.73214286,18.82285714,19.91857143,20.20131868,20.49318681,21.12675824,20.60352967
2004/5/26,17.85,18.94971429,19.98461538,20.26054945,20.54538462,21.08787546,20.58339487
2004/5/27,17.64464286,18.94571429,19.89648352,20.26274725,20.59571429,21.04899267,20.56326007
2004/5/28,17.85428571,19.032,19.86813187,20.25615385,20.6089011,21.01010989,20.54312527
2004/6/1,17.94,19.15314286,19.93241758,20.30593407,20.64549451,20.85457875,20.46258608
2004/6/2,17.9875,19.07914286,19.83923077,20.19527473,20.57505495,20.81569597,20.44245128
2004/6/3,18.17357143,19.42028571,20.11824176,20.38857143,20.67692308,20.77681319,20.42231648
2004/6/4,18.29035714,19.65171429,20.20736264,20.50978022,20.7932967,20.7379304,20.40218168
2004/6/7,17.85714286,19.254,19.8321978,20.20846154,20.56120879,20.62128205,20.34177729
2004/6/8,17.67464286,19.13028571,19.73747253,20.09021978,20.44296703,20.58239927,20.32164249
2004/6/9,17.86,19.44571429,19.99923077,20.30912088,20.63967033,20.54351648,20.30150769
2004/6/10,17.63228571,19.50085714,20.03043956,20.32054945,20.63,20.5046337,20.28137289
2004/6/14,18.06485714,20.22257143,20.44824176,20.61703297,20.43567433,20.34910256,20.2008337
2004/6/15,17.452,19.82,20.10274725,20.39461538,20.38709291,20.31021978,20.1806989
2004/6/16,17.46342857,19.22923077,19.53384615,19.81076923,20.33851149,20.271337,20.1605641
2004/6/17,17.546,19.18912088,19.50461538,19.79142857,20.28993007,20.23245421,20.1404293
2004/6/18,17.49828571,19.20835165,19.52021978,19.80373626,20.24134865,20.19357143,20.12029451
2004/6/21,17.73828571,19.18461538,19.51846154,19.86307692,20.0956044,20.07692308,20.05989011
2004/6/22,17.31571429,18.76384615,19.13516484,19.51846154,19.79637363,19.88340659,19.97043956
2004/6/23,16.56257143,17.98164835,18.4421978,18.86087912,19.17857143,19.27054945,19.36846154
2004/6/24,16.912,18.36175824,18.77153846,19.14406593,19.42461538,19.52340659,19.62857143
2004/6/25,17.14285714,18.50285714,18.97428571,19.40285714,19.67153846,19.69692308,19.72076923
2004/6/28,17.32542857,18.66285714,19.14659341,19.64593407,19.89758242,19.93384615,19.96791209
2004/6/29,17.11657143,18.54923077,19.05681319,19.58076923,19.85857143,19.95285714,20.04714286
2004/6/30,16.95714286,18.40373626,18.98395604,19.51142857,19.78175824,19.84648352,19.91538462
2004/7/1,17.236,18.58945055,19.22769231,19.80791209,20.04461538,20.05142857,20.05868132
2004/7/2,17.26342857,18.60065934,19.24252747,19.82604396,20.05934066,20.08835165,20.1156044
2004/7/6,17.86285714,19.05230769,19.52703297,20.03340659,20.20802198,20.27692308,20.34164835
2004/7/7,17.56942857,18.81472527,19.32571429,19.87076923,20.06120879,20.15912088,20.25703297
2004/7/8,18.16171429,19.15868132,19.62989011,20.07164835,20.22527473,20.30021978,20.38
2004/7/9,18.372,19.36230769,19.80538462,20.22076923,20.32384615,20.36131868,20.35271458
2004/7/12,18.35457143,19.42461538,19.86307692,20.30153846,20.41417582,20.47769231,20.27085833
2004/7/13,18.17142857,19.25461538,19.75241758,20.28340659,20.35934066,20.42659341,20.24357291
2004/7/14,18.15411765,19.26901099,19.81626374,20.4,20.43406593,20.47142857,20.2162875
2004/7/15,18.70515152,19.27505495,19.74978022,20.18362637,20.3032967,20.41934066,20.18900208
2004/7/16,18.95,19.44054945,19.94692308,20.39483516,20.47461538,20.55681319,20.16171666
2004/7/19,19.01321429,19.97285714,20.28714286,20.57692308,20.65307692,20.73153846,20.07986041
2004/7/20,18.54214286,19.68333333,19.99761905,20.29769231,20.44076923,20.59769231,20.05257499
2004/7/21,19.29428571,20.59015873,20.62825397,20.68923077,20.83120879,20.96065934,20.02528958
2004/7/22,18.81,20.26857143,20.37015873,20.48483516,20.67538462,20.84912088,19.99800416
2004/7/23,18.94,20.64079365,20.80333333,20.93747253,21.02813187,21.11879121,19.97071874
2004/7/26,19.15285714,20.73634921,20.91253968,21.09285714,21.24274725,21.40230769,19.88886249
2004/7/27,18.64178571,20.36555556,20.6131746,20.84076923,20.99747253,21.16428571,19.86157707
2004/7/28,18.41071429,20.16666667,20.4,20.70483516,21.06747253,21.40813187,19.83429165
2004/7/29,18.34571429,20.19460317,20.46380952,20.78516484,21.18769231,21.56582418,19.80700624
2004/7/30,18.37,20.17873016,20.40222222,20.7110989,21.12087912,21.53065934,19.77972082
2004/8/2,18.21535714,19.97047619,20.25619048,20.62395604,21.00208791,21.40461538,19.69786457
2004/8/3,18.37428571,20.00333333,20.40809524,20.80769231,21.15857143,21.53208791,19.67057915
2004/8/4,18.39964286,19.88507937,20.43746032,20.88417582,21.25043956,21.59450549,19.64329373
2004/8/5,19.335,20.38460317,21.04492063,21.33131868,21.50538462,21.6689011,19.61600832
2004/8/6,19.91785714,20.77809524,21.36222222,21.61131868,21.77813187,21.94494505,19.5887229
2004/8/9,19.56892857,20.44142857,21.03190476,21.35472527,21.58978022,21.84,19.50686665
2004/8/10,18.92142857,19.83222222,20.54174603,20.94923077,21.26945055,21.75402407,19.47958123
2004/8/11,19.28357143,19.97142857,20.61428571,20.98043956,21.30923077,21.66804814,19.45229581
2004/8/12,19.32,20.02,20.76666667,21.09989011,21.4510989,21.58207221,19.4250104
2004/8/13,19.04952381,19.9352381,20.88,21.15593407,21.45857143,21.49609628,19.39772498
2004/8/16,18.56888889,19.67111111,20.67978022,21.00252747,21.31549451,21.2381685,19.31586873
2004/8/17,18.29428571,19.40666667,20.40703297,20.85307692,21.31263736,21.15219257,19.28858331
2004/8/18,18.03666667,19.17,20.22857143,20.65285714,21.09,21.06621664,19.26129789
2004/8/19,18.15666667,19.29952381,20.36318681,20.74131868,21.15604396,20.98024071,19.23401247
2004/8/20,17.95984127,19.12174603,20.18692308,20.65769231,21.08692308,20.89426478,19.20672706
2004/8/23,17.88785714,19.30485714,20.31813187,20.77769231,21.1967033,20.636337,19.1248708
2004/8/24,17.57142857,19.036,20.11164835,20.61208791,21.11252747,20.55036107,19.09758539
2004/8/25,17.00607143,18.28428571,19.36142857,19.72252747,20.10692308,20.46438514,19.07029997
2004/8/26,17,18.33514286,19.36461538,19.68483516,20.02571429,20.37840921,19.04301455
2004/8/27,16.85714286,18.24228571,19.20340659,19.5189011,19.81527473,20.29243328,19.01572914
2004/8/30,17.09142857,18.44285714,19.26934066,19.63923077,19.9867033,20.03450549,18.93387288
2004/8/31,17.02607143,18.27,18.95604396,19.39483516,19.83362637,19.94852957,18.90658747
2004/9/1,16.95571429,18.078,18.8167033,19.27659341,19.76615385,19.86255364,18.87930205
2004/9/2,16.2975,17.51342857,18.31769231,18.80142857,19.31637363,19.77657771,18.85201663
2004/9/3,16.23428571,17.49428571,18.24736264,18.69340659,19.11241758,19.69060178,18.82473121
2004/9/7,15.925,17.15285714,17.81901099,18.34846154,18.84582418,19.34669806,18.71558955
2004/9/8,15.94428571,17.13,17.7867033,18.35967033,18.93263736,19.26072214,18.68830413
2004/9/9,15.98357143,17.05085714,17.68428571,18.17142857,18.69,19.17474621,18.66101871
2004/9/10,15.85,17.05,17.66846154,18.13175824,18.63490509,19.08877028,18.63373329
2004/9/13,15.63685714,16.74257143,17.22142857,17.61,18.46962038,18.83084249,18.55187704
2004/9/14,15.268,16.356,16.89769231,17.47307692,18.41452547,18.74486656,18.52459162
2004/9/15,15.58542857,16.71,17.18351648,17.70285714,18.35943057,18.65889063,18.49730621
2004/9/16,15.72428571,16.77516484,17.2756044,17.76087912,18.30433566,18.5729147,18.47002079
2004/9/17,15.78,16.76263736,17.13615385,17.52098901,18.24924076,18.48693878,18.44273537
2004/9/20,15.94342857,16.93758242,17.35098901,17.77692308,18.08395604,18.22901099,18.36087912
2004/9/21,15.65885714,16.63934066,16.94593407,17.2821978,17.64857143,18.05054945,18.46549451
2004/9/22,15.96571429,16.95769231,17.33505495,17.67912088,18.03,18.34,18.66
2004/9/23,16.09657143,17.01934066,17.44153846,17.82648352,18.18021978,18.4667033,18.72714286
2004/9/24,15.918,16.90296703,17.34175824,17.78054945,18.11538462,18.39461538,18.64846154
2004/9/27,16.12428571,17.10142857,17.51021978,17.94538462,18.28131868,18.57505495,18.84208791
2004/9/28,15.686,16.72461538,17.08912088,17.47714286,17.89153846,18.29692308,18.71538462
2004/9/29,15.27771429,16.4578022,16.89296703,17.30175824,17.73923077,18.15142857,18.57692308
2004/9/30,15.27,16.26098901,16.69615385,17.10494505,17.58120879,18.07802198,18.52967033
2004/10/1,14.668,15.6521978,16.14175824,16.63131868,17.11395604,17.63615385,18.11087912
2004/10/4,14.876,15.74175824,16.11648352,16.51538462,17.00615385,17.56461538,18.07230769
2004/10/5,14.94114286,15.74692308,16.11142857,16.49945055,16.97648352,17.44318681,17.92494505
2004/10/6,14.68142857,15.41516484,15.73791209,16.0410989,16.58538462,17.13384615,17.7
2004/10/7,15.13742857,15.68021978,16.03923077,16.37648352,16.85659341,17.35340659,17.69148936
2004/10/8,15.466,15.91901099,16.2889011,16.65879121,17.0721978,17.51461538,17.68297872
2004/10/11,15.49771429,15.95747253,16.32197802,16.71,17.07791209,17.46956044,17.65744681
2004/10/12,15.83857143,16.17307692,16.39791209,16.64384615,17.10076923,17.53,17.64893617
2004/10/13,15.92294118,16.27043956,16.59923077,16.89241758,17.26230769,17.60978022,17.64042553
2004/10/14,16.30393939,16.5967033,16.93296703,17.2267033,17.52043956,17.81417582,17.63191489
2004/10/15,15.99,16.33406593,16.71142857,17.07153846,17.37813187,17.71538462,17.62340426
2004/10/18,15.48461538,15.96692308,16.43461538,16.88175824,17.21901099,17.5256044,17.59787234
2004/10/19,15.63230769,16.16538462,16.71461538,17.14912088,17.43923077,17.70296703,17.5893617
2004/10/20,16.09252747,16.56032967,17.04230769,17.41692308,17.67076923,17.90153846,17.58085106
2004/10/21,15.45142857,16.13047619,16.84571429,17.31571429,17.5678022,17.82802198,17.57234043
2004/10/22,15.79333333,16.48952381,17.08785714,17.5,17.72142857,17.95,17.56382979
2004/10/25,16.24714286,16.83,17.45071429,17.99582418,18.16263736,18.31428571,17.53829787
2004/10/26,15.93301587,16.50396825,17.1425,17.61714286,17.9,18.15714286,17.52978723
2004/10/27,16.00603175,16.47349206,17.055,17.51065934,17.82252747,18.10604396,17.5212766
2004/10/28,15.80222222,16.33857143,16.91785714,17.3521978,17.6656044,17.98912088,17.51276596
2004/10/29,15.83095238,16.33904762,16.86142857,17.30384615,17.63428571,17.97538462,17.50425532
2004/11/1,15.95111111,16.42777778,16.9275,17.35692308,17.71230769,18.03538462,17.4787234
2004/11/2,15.50603175,16.06126984,16.73,17.14,17.47,17.77,17.47021277
2004/11/3,14.76619048,15.50428571,16.135,16.55065934,16.96406593,17.33989011,17.46170213
2004/11/4,14.24333333,15.01587302,15.58071429,16.07241758,16.54593407,17.03472527,17.45319149
2004/11/5,14.18984127,14.95460317,15.69035714,16.16076923,16.54912088,16.95,17.44468085
2004/11/8,14.34746032,15.07555556,15.71,16.17241758,16.60758242,17.00344538,17.41914894
2004/11/9,14.22666667,15.03333333,15.74892857,16.12934066,16.52461538,17.0212605,17.4106383
2004/11/10,13.91714286,14.83238095,15.62,16.01857143,16.44285714,17.03907563,17.40212766
2004/11/11,13.65555556,14.66920635,15.44274725,15.86340659,16.25857143,17.05689076,17.39361702
2004/11/12,13.7068254,14.77,15.41351648,15.80153846,16.16604396,17.07470588,17.38510638
2004/11/15,13.74333333,14.9025,15.54494505,15.92934066,16.31373626,17.12815126,17.35957447
2004/11/16,14.16952381,15.20857143,15.91846154,16.25472527,16.62461538,17.14596639,17.35106383
2004/11/17,14.2266129,15.18964286,15.86758242,16.27010989,16.63604396,17.16378151,17.34255319
2004/11/18,14.13770492,15.25928571,15.87483516,16.25923077,16.60868132,17.18159664,17.33404255
2004/11/19,14.5725,15.68,16.46230769,16.76692308,17.04384615,17.19941176,17.32553191
2004/11/22,14.19368421,15.52285714,16.41571429,16.73934066,17.07340659,17.25285714,17.3
2004/11/23,14.17571429,15.465,16.27615385,16.59978022,16.93384615,17.19582418,17.42065934
2004/11/24,14.148,15.38357143,16.18153846,16.53692308,16.86,17.14945055,17.3810989
2004/11/26,14.16849057,15.595,16.39483516,16.65230769,16.88637363,17.13692308,17.36857143
2004/11/29,14.3912,15.605,16.3256044,16.66648352,16.97637363,17.25681319,17.50703297
2004/11/30,14.40408163,15.61035714,16.29637363,16.64725275,17.00945055,17.2743956,17.52461538
2004/12/1,14.283125,15.43428571,16.09230769,16.45,16.81923077,17.12417582,17.43241758
2004/12/2,14.27191489,15.38464286,16.01351648,16.40879121,16.76813187,17.11,17.42
2004/12/3,14.28717391,15.28857143,15.81362637,16.29230769,16.72747253,17.08307692,17.39648352
2004/12/6,13.94697674,15.02,15.65714286,16.17571429,16.64714286,17.03186813,17.39813187
2004/12/7,14.26047619,15.13785714,15.74725275,16.2378022,16.74417582,17.11274725,17.50076923
2004/12/8,14.08341463,15.14607143,15.72692308,16.16637363,16.62,16.90274725,17.20373626
2004/12/9,13.9855,15.23142857,15.77285714,16.19714286,16.57637363,16.7867033,16.98428571
2004/12/10,13.94461538,15.31714286,15.74241758,16.16307692,16.53450549,16.77384615,16.99868132
2004/12/13,13.68527778,15.11,15.43362637,15.77813187,16.08868132,16.40417582,16.71967033
2004/12/14,13.75742857,15.06,15.39,15.7,16.00945055,16.26494505,16.53692308
2004/12/15,13.93,15.00912088,15.32461538,15.62098901,15.91384615,16.15230769,16.40615385
2004/12/16,13.80535714,14.79593407,15.19120879,15.58648352,15.92120879,16.21494505,16.49087912
2004/12/17,13.87571429,14.94384615,15.30318681,15.69846154,16.02318681,16.29153846,16.54362637
2004/12/20,13.8825,14.91846154,15.32461538,15.69384615,16.00703297,16.22824176,16.44945055
2004/12/21,13.725,14.67164835,15.11769231,15.52318681,15.91384615,16.20065934,16.51615385
2004/12/22,13.795,14.72626374,15.17593407,15.58472527,15.9767033,16.27010989,16.59285714
2004/12/23,13.75285714,14.70285714,15.16274725,15.63747253,16.01120879,16.32307692,16.60659341
2004/12/27,13.80107143,14.71846154,15.2021978,15.70153846,16.07505495,16.37604396,16.64967033
2004/12/28,13.88357143,14.89615385,15.32769231,15.72,16.08120879,16.37758242,16.68351648
2004/12/29,14.02821429,14.94450549,15.38692308,15.78912088,16.14615385,16.43571429,16.73461538
2004/12/30,14.145,15.03043956,15.45835165,15.84736264,16.18824176,16.4856044,16.75593407
2004/12/31,14.21107143,15.07153846,15.47692308,15.89538462,16.23758242,16.57846154,16.88835165
2005/1/3,14.47,15.25230769,15.69857143,16.15923077,16.47362637,16.76736264,17.0343956
2005/1/4,14.71535714,15.52978022,15.97945055,16.38824176,16.66879121,16.89703297,17.13263736
2005/1/5,14.76857143,15.43637363,15.94769231,16.41252747,16.69,16.91142857,17.14
2005/1/6,14.505,15.13450549,15.64945055,16.11758242,16.50505495,16.87494505,17.08347985
2005/1/7,14.44785714,15.08725275,15.5778022,16.08417582,16.4989011,16.93769231,17.02695971
2005/1/10,14.31285714,14.90384615,15.38417582,15.88,16.31604396,16.78021978,16.85739927
2005/1/11,14.47428571,14.96967033,15.39032967,15.77450549,16.25318681,16.70285714,16.80087912
2005/1/12,14.12714286,14.62153846,15.12923077,15.58769231,16.04461538,16.47384615,16.74435897
2005/1/13,14.23,14.6456044,15.08802198,15.48923077,15.92076923,16.35230769,16.68783883
2005/1/14,14.0743956,14.54945055,14.99571429,15.44978022,15.86197802,16.30076923,16.63131868
2005/1/18,13.64901099,14.12769231,14.57736264,15.04076923,15.48703297,15.96208791,16.4052381
2005/1/19,13.8221978,14.28637363,14.75054945,15.18483516,15.69978022,16.18351648,16.34871795
2005/1/20,14.02538462,14.43417582,14.88384615,15.30351648,15.79307692,16.25296703,16.2921978
2005/1/21,14.32197802,14.74263736,15.12505495,15.52065934,15.98483516,16.44901099,16.23567766
2005/1/24,14.24642857,14.65888889,15.10650794,15.58230769,15.9943956,16.44769231,16.06611722
2005/1/25,14.18142857,14.72333333,15.19,15.65956044,16.03868132,16.45571429,16.00959707
2005/1/26,14.03035714,14.64380952,15.13142857,15.56395604,15.98461538,16.36703297,15.95307692
2005/1/27,13.865,14.38238095,14.76333333,15.11494505,15.47395604,15.80032967,15.89655678
2005/1/28,13.78714286,14.39714286,14.78285714,15.1456044,15.44879121,15.76175824,15.84003663
2005/1/31,13.63142857,14.18666667,14.58190476,14.92692308,15.20285714,15.48769231,15.67047619
2005/2/1,13.2125,13.7568254,14.1615873,14.54208791,14.89021978,15.2067033,15.61395604
2005/2/2,12.70428571,13.28603175,13.80920635,14.17,14.5,14.8,15.5574359
2005/2/3,12.5825,13.16761905,13.81777778,14.14197802,14.3921978,14.61967033,15.50091575
2005/2/4,12.06142857,12.62285714,13.07047619,13.53681319,13.96945055,14.41604396,15.4443956
2005/2/7,12.09107143,12.68444444,13.20349206,13.63769231,14.02263736,14.42,15.27483516
2005/2/8,12.2,12.74269841,13.19031746,13.51450549,13.81549451,14.40820513,15.21831502
2005/2/9,12.31392857,12.81571429,13.33380952,13.64010989,13.95923077,14.39641026,15.16179487
2005/2/10,12.13,12.64666667,13.18,13.53087912,13.9043956,14.38461538,15.10527473
2005/2/11,11.83555556,12.34888889,12.80989011,13.13626374,13.44285714,14.37282051,15.04875458
2005/2/14,11.97698413,12.42222222,12.82,13.15,13.46,14.3374359,14.87919414
2005/2/15,12.01666667,12.42,12.78,13.11,13.44,14.32564103,14.82267399
2005/2/16,11.98714286,12.28238095,12.59527473,12.93252747,13.29153846,14.31384615,14.76615385
2005/2/17,12.12555556,12.50444444,12.88076923,13.19417582,13.5278022,14.30205128,14.7096337
2005/2/18,12.14269841,12.52507937,12.86703297,13.22604396,13.5632967,14.29025641,14.65311355
2005/2/22,12.61142857,13.02,13.36703297,13.68615385,13.98593407,14.24307692,14.42703297
2005/2/23,12.60952381,13.02380952,13.37582418,13.62604396,13.87626374,14.10373626,14.35395604
2005/2/24,12.44777778,12.82873016,13.17769231,13.40846154,13.66230769,13.94054945,14.29230769
2005/2/25,12.25666667,12.69,13.05054945,13.25164835,13.47285714,13.75054945,14.12043956
2005/2/28,12.54571429,12.95714286,13.26604396,13.50538462,13.72296703,14.02461538,14.33120879
2005/3/1,12.45904762,12.94666667,13.27582418,13.50065934,13.70505495,13.98791209,14.27142857
2005/3/2,12.74888889,13.18222222,13.51285714,13.73428571,13.96285714,14.20956044,14.4732967
2005/3/3,13.06,13.40285714,13.66692308,13.85428571,14.04769231,14.31417582,14.61307692
2005/3/4,12.6268254,13.0315873,13.36857143,13.65142857,13.90857143,14.18846154,14.44230769
2005/3/7,12.59031746,13.02206349,13.30186813,13.54846154,13.77263736,14.10230769,14.41549451
2005/3/8,12.80095238,13.20222222,13.47197802,13.7221978,13.94967033,14.24769231,14.52461538
2005/3/9,13.06285714,13.44380952,13.64461538,13.78769231,13.93538462,14.25978022,14.60087912
2005/3/10,13.03222222,13.44174603,13.67923077,13.86659341,14.06,14.34956044,14.64846154
2005/3/11,13.13428571,13.56285714,13.79846154,14.00153846,14.18868132,14.47516484,14.7356044
2005/3/14,13.14761905,13.62507937,13.8443956,14.06923077,14.27516484,14.52538462,14.75285714
2005/3/15,13.51412698,13.89,14.05692308,14.23461538,14.4043956,14.67274725,14.9167033
2005/3/16,13.80403226,14.08615385,14.28923077,14.48,14.67758242,14.87175824,15.0721978
2005/3/17,13.74442623,14.14428571,14.38,14.60142857,14.81923077,14.99296703,15.17230769
2005/3/18,13.6845,14.15406593,14.41879121,14.68351648,14.90483516,15.08978022,15.25791209
2005/3/21,13.95807018,14.32714286,14.67,14.89,15.08538462,15.28846154,15.47307692
2005/3/22,14.43053571,14.6625,15.05253968,15.32492063,15.53285714,15.67428571,15.80285714
2005/3/23,14.408,14.75428571,15.15761905,15.43809524,15.67571429,15.83241758,15.99417582
2005/3/24,14.04333333,14.575,14.97333333,15.22428571,15.45,15.62714286,15.81
2005/3/28,14.23,14.69285714,15.06428571,15.31571429,15.51241758,15.69373626,15.85857143
2005/3/29,14.8144898,15.1,15.26888889,15.45222222,15.60384615,15.75615385,15.89461538
2005/3/30,14.215,14.81178571,15.15142857,15.38714286,15.54538462,15.67230769,15.78769231
2005/3/31,14.38085106,14.83,15.16,15.33142857,15.49,15.61857143,15.75571429
2005/4/1,14.57,15.035,15.35015873,15.55492063,15.74846154,15.91,16.08230769
2005/4/4,14.73093023,15.14285714,15.32412698,15.4968254,15.6689011,15.84824176,16.01637363
2005/4/5,14.53714286,15.12,15.31428571,15.46666667,15.62659341,15.79538462,15.95362637
2005/4/6,14.02804878,14.89214286,15.15142857,15.2752381,15.45131868,15.61945055,15.78758242
2005/4/7,13.706,14.54285714,14.83666667,15.03666667,15.19307692,15.32494505,15.4656044
2005/4/8,13.78512821,14.59714286,14.81888889,14.95222222,15.16758242,15.37197802,15.59
2005/4/11,13.62166667,14.59607143,14.83428571,15.06285714,15.28758242,15.51967033,15.59080586
2005/4/12,13.28,14.27,14.50619048,14.75,15.04296703,15.34538462,15.59107448
2005/4/13,14.02470588,14.51936508,14.8284127,15.10824176,15.38021978,15.62747253,15.5913431
2005/4/14,14.91787879,15.25619048,15.52333333,15.76274725,15.97307692,16.16428571,15.59161172
2005/4/15,15.7,15.7052381,16.09285714,16.42813187,16.62758242,16.8089011,15.59188034
2005/4/18,15.61321429,16.01190476,16.2284127,16.44296703,16.6132967,16.78912088,15.5926862
2005/4/19,15.05214286,15.62777778,15.75079365,15.91384615,16.19659341,16.48846154,15.59295482
2005/4/20,15.44821429,15.93,16.26,16.51868132,16.67824176,16.8232967,15.59322344
2005/4/21,14.64285714,14.97428571,15.21,15.42131868,15.64615385,15.85054945,15.59349206
2005/4/22,15.0575,15.20666667,15.42666667,15.63142857,15.86714286,16.08142857,15.59376068
2005/4/25,14.57428571,15.03428571,15.21142857,15.42285714,15.66813187,15.92131868,15.59456654
2005/4/26,14.85321429,15.14111111,15.34285714,15.57230769,15.82098901,16.07769231,15.59483516
2005/4/27,14.855,15.11142857,15.37857143,15.60879121,15.84813187,16.06571429,15.59510379
2005/4/28,15.615,15.78412698,15.99888889,16.16736264,16.32692308,16.47197802,15.59537241
2005/4/29,15.49642857,15.66365079,15.82603175,16.01516484,16.25813187,16.47901099,15.59564103
2005/5/2,15.04142857,15.25333333,15.45809524,15.71538462,15.96593407,16.23318681,15.59644689
2005/5/3,14.90071429,15.10761905,15.33619048,15.58681319,15.81428571,16.05692308,15.59671551
2005/5/4,14.34571429,14.61904762,14.92380952,15.19714286,15.47142857,15.72857143,15.59698413
2005/5/5,14.15,14.40238095,14.71222222,14.98835165,15.26615385,15.52659341,15.59725275
2005/5/6,14.20571429,14.49285714,14.80714286,15.10736264,15.3710989,15.63483516,15.59752137
2005/5/9,14.00928571,14.34,14.68285714,15.00769231,15.29450549,15.60043956,15.59832723
2005/5/10,14.54857143,14.89222222,15.22555556,15.45802198,15.65252747,15.86,15.59859585
2005/5/11,14.64535714,14.95,15.27,15.50747253,15.75010989,15.82627219,15.59886447
2005/5/12,15.43,15.71047619,16,16.14307692,16.29076923,15.79254438,15.59913309
2005/5/13,15.76746032,16.01365079,16.2356044,16.42054945,16.58868132,15.75881657,15.59940171
2005/5/16,15.52634921,15.63111111,15.73692308,16.01615385,16.27,15.65763314,15.60020757
2005/5/17,14.98809524,15.18714286,15.37604396,15.66252747,15.92296703,15.62390533,15.60047619
2005/5/18,14.37095238,14.68587302,15.00472527,15.28747253,15.57934066,15.59017751,15.60074481
2005/5/19,14.13222222,14.49634921,14.85615385,15.14912088,15.45153846,15.5564497,15.60101343
2005/5/20,13.96428571,14.43571429,14.82912088,15.15549451,15.4521978,15.52272189,15.60128205
2005/5/23,13.69571429,14.23,14.64615385,14.92538462,15.17923077,15.42153846,15.60208791
2005/5/24,13.63873016,14.16253968,14.57340659,14.88164835,15.16186813,15.42395604,15.63692308
