Date,0M,1M,2M,3M,4M,5M,6M,7M
2004-03-26,17.33,19.191698113207547,20.262857142857143,20.147301587301587,20.121111111111112,20.255934065934067,20.556923076923077,20.83054945054945
2004-03-29,16.5,18.546,19.785,19.745714285714286,19.698571428571427,19.922857142857143,20.394285714285715,20.822857142857142
2004-03-30,16.28,18.3930612244898,19.71107142857143,19.83,19.88714285714286,20.166153846153847,20.532087912087913,20.922417582417584
2004-03-31,16.74,18.809375,19.807142857142857,19.954761904761906,20.097619047619048,20.374835164835165,20.68142857142857,21.008461538461535
2004-04-01,16.65,18.73531914893617,19.61392857142857,19.825396825396826,20.125079365079365,20.445164835164835,20.786263736263738,21.10604395604396
2004-04-02,15.64,17.971521739130434,19.082857142857144,19.49904761904762,19.95111111111111,20.30054945054945,20.634615384615383,20.947802197802197
2004-04-05,14.97,17.53651162790698,18.5975,19.19857142857143,19.84142857142857,20.287472527472527,20.64021978021978,20.992967032967034
2004-04-06,15.32,17.881190476190476,18.79,19.452222222222222,20.161746031746034,20.55076923076923,20.840879120879123,21.150329670329672
2004-04-07,15.76,18.440243902439025,19.114642857142858,19.773650793650795,20.44984126984127,20.86824175824176,21.2078021978022,21.57
2004-04-08,16.26,18.56175,19.001785714285713,19.71904761904762,20.48603174603175,20.813296703296704,21.136813186813185,21.549865201465202
2004-04-12,15.28,18.105,18.9,19.608571428571427,20.34,20.673846153846153,21.018461538461537,21.469326007326007
2004-04-13,17.26,19.00857142857143,19.31301587301587,20.07253968253968,20.75032967032967,21.09120879120879,21.4010989010989,21.44919120879121
2004-04-14,15.62,19.008235294117647,19.495396825396824,19.914444444444445,20.299010989010988,20.77769230769231,21.212857142857143,21.42905641025641
2004-04-15,15.74,19.240606060606062,19.515714285714285,20.018571428571427,20.470879120879122,20.92054945054945,21.32934065934066,21.408921611721613
2004-04-16,14.94,19.0,19.509047619047617,19.917460317460318,20.34967032967033,20.812967032967034,21.291208791208792,21.388786813186815
2004-04-19,15.42,18.898928571428574,19.756666666666668,20.096190476190475,20.46923076923077,20.90868131868132,21.36230769230769,21.328382417582418
2004-04-20,16.67,19.20785714285714,20.031111111111112,20.324444444444445,20.63956043956044,21.13274725274725,21.5810989010989,21.30824761904762
2004-04-21,15.6,18.789285714285715,19.774285714285714,20.046666666666667,20.354505494505492,20.847692307692306,21.296043956043956,21.288112820512822
2004-04-22,14.61,17.654285714285717,18.912857142857142,19.384285714285717,19.82714285714286,20.345714285714287,20.81714285714286,21.267978021978024
2004-04-23,14.01,17.7775,19.23857142857143,19.59285714285714,20.01142857142857,20.49175824175824,20.987582417582416,21.247843223443223
2004-04-26,14.77,17.652857142857144,19.14888888888889,19.567142857142855,20.023846153846154,20.497362637362635,20.986153846153844,21.18743882783883
2004-04-27,15.07,17.433214285714286,19.015238095238097,19.554761904761904,20.03076923076923,20.53846153846154,21.0,21.16730402930403
2004-04-28,16.29,18.048571428571428,19.521428571428572,20.040000000000003,20.435824175824177,20.79846153846154,21.12813186813187,21.147169230769233
2004-04-29,16.6,18.705,19.92063492063492,20.465396825396827,20.810769230769232,21.064615384615383,21.295384615384613,21.12703443223443
2004-04-30,17.19,19.093214285714286,20.21,20.724285714285713,21.043076923076924,21.204615384615387,21.376923076923077,21.106899633699634
2004-05-03,16.62,18.59285714285714,19.737936507936507,20.376031746031746,20.735714285714284,20.907142857142855,21.09,21.04649523809524
2004-05-04,16.55,18.4575,19.656349206349205,20.29126984126984,20.62186813186813,20.86098901098901,21.085164835164836,21.02636043956044
2004-05-05,15.77,18.17,19.35,20.096666666666668,20.441978021978024,20.684615384615384,20.912087912087912,21.006225641025644
2004-05-06,17.05,18.927500000000002,19.954285714285714,20.559047619047618,20.84318681318681,21.024505494505494,21.205824175824176,20.986090842490842
2004-05-07,18.13,19.535714285714285,20.456666666666667,21.085238095238097,21.251538461538463,21.31747252747253,21.3878021978022,20.965956043956044
2004-05-10,19.77,20.237142857142857,20.977777777777778,21.544444444444444,21.64868131868132,21.67835164835165,21.71,20.90555164835165
2004-05-11,18.57,19.913214285714286,20.489047619047618,21.04269841269841,21.18857142857143,21.325714285714284,21.671117216117217,20.885416849816853
2004-05-12,18.14,19.61,20.284126984126985,20.98,21.06175824175824,21.146153846153844,21.632234432234434,20.86528205128205
2004-05-13,18.86,19.59349206349206,20.038730158730157,20.437582417582416,20.6878021978022,20.915274725274728,21.59335164835165,20.845147252747253
2004-05-14,18.47,19.69825396825397,20.164444444444445,20.572967032967032,20.786923076923074,20.98142857142857,21.554468864468866,20.825012454212455
2004-05-17,19.96,20.25,20.69,21.05791208791209,21.144945054945055,21.224065934065933,21.437820512820515,20.76460805860806
2004-05-18,19.33,20.162380952380953,20.63968253968254,21.053846153846152,21.125384615384615,21.19923076923077,21.398937728937728,20.74447326007326
2004-05-19,18.93,19.34,20.09285714285714,20.734615384615385,20.88791208791209,21.046153846153846,21.360054945054944,20.724338461538462
